titre_memoire;nom_encadreur
Caractérisation hydrogéologique et hydrodynamique des aquifères dans l’arrondissement de Ndoukoula : cas de la  localité de Loulou et Gawel.;Dr BON Andre
Étude de la mise place d’une adduction d’eau potable alimentée par une source d’énergie solaire : cas de la localité de Moutourwa, département de Mayo-Kani, région de l’Extrême-Nord.;M BIDIAS Jean Benjamin
Système de gestion des points d’eau existants dans la zone septentrionale : cas des communes de Maroua Ier, Maroua II et Maroua III.;M MBA TENE Salomon
Étude d’avant-projet de réalisation d’un système d’abreuvoirs alimenté par une pompe solaire : cas du village Aissa-Harde;M BIDIAS Jean Benjamin
Impact socio-sanitaires et environnementaux des déchets liquides dans les mini-cités de Maroua.;Dr MADOMGUIA Diane
Évaluation de la connaissance, attitude et pratique du personnel soignant pour la prévention des infections nosocomiales à l’hôpital régional de Maroua;Dr FITA DASSOU Elisabeth
Impacts sanitaires et socio-économiques des inondations sur les habitants de Maroua (cas de Doualaré et Ouro-tchédé).;Dr MADOMGUIA Diane
Risques sanitaires et impacts écotoxicologiques liés aux déchets solides hospitaliers.;Dr MADOMGUIA Diane
Redimensionnement et apport de solution du réseau d’alimentation en eau potable de l’hôpital régional de Maroua;M MBA TENE Salomon
Étude diagnostique des forages en vue de leur réhabilitation/transformation en mini-AEP dans la commune de Kaélé.;Dr AMINA Wassile
Étude des méthodes de réalisations forations à boue et marteau fond de trou dans la localité de MOKON;Dr METSEBO Jules
Réalisation d’un forage à motricité humaine à GASCHIGA;Dr METSEBO Jules
Impact  des   subventions    publics dans l’amélioration des conditions de vie des organisations paysannes : cas de PCP-ACEFA;Dr TOUWANG Charles
Analyse de la compétitivité de la production du riz dans l’arrondissement de kousseri;Dr TOUWANG Charles
Atouts et limites des AVEC (association villageoise d’épargne et de crédit) au sein de la communauté de Mokolo;Dr TOUWANG Charles
Analyse des performances technico-économique des exploitations familiales dans le mayo-tsanaga;Dr TOUWANG Charles
Évaluation technico-économique d’un projet de production de 135 Tonnes de maïs sur une superficie de 45 hectare par les membres du GIC référence de Lainde Daneyel;M NDIH Aime Christian
Analyse technico-économique de la production paysanne du sorgho sp dans la localité de Mokolo;M NDIH Aime Christian
Évaluation des quelques paramètres agronomique de la variété rio grand de la tomate sous l’effet des différents éléments fertilisants dans la localité de meskine;M NDIH Aime Christian
Évaluation de la rentabilité économique des exploitations familiales agropastorales dans le cadre du programme ACEFA :cas de l’arrondissement deNgaounderé I;M KANGATLAM Alexis
Effet de la durée en pépinière sur la reprise et le développement de la plante d’anacarde dans la localité de Bogo;Dr WASSOUO Felix
Étude comparative des modalités de travail du sol et leurs influences sur le Riz(VAR IR46) : cas d’un périmètre irrigué de Yagoua;Dr WASSOUO Felix
Facteur d’échecs et de réussite de la promotion des cultures maraîchère dans la localité de Kismatari-Nord et Biziligasawa-Extrême-Nord;Dr WASSOUO Felix
Effets des insectes ravageurs sur la production du riz de la variété nerica 3 en culture pluviale :cas de l’ordre des lepidoptères et des odonates dans l’agrosystème rizicol de Guiring.;Dr WASSOUO Felix
Études de l’adaptabilité de trois variétés de tomates dans l’arrondissement de Maroua 1er;M DJODDA PAGORE Frederic
Impacts des insectes ravageurs(cas des coléoptères) sur le riz pluvial de variété NIRICA III;M DJODDA PAGORE Frederic
Évaluation des connaissances des agriculteurs sur l’usage des pesticides utilisés en cultures maraîchère dans la ville de maroua :cas de Meskine,garde et ziling;Dr SALE ABOU
Comparaison de l’adaptabilité d’anacard en fonction de provenance dans la localité de Bogo(Extreme-nord Cameroun);Dr SALE ABOU
Effets des insectes ravageurs(diptères et orthoptères) sur la production de la variété du riz pluvial nerica 3 dans l’agroécosystème de Diamaré.;M VONDOU Lazare
Diagnostic de la filière semence maïs.;M VONDOU Lazare
Étude comparative des 7 lignées F5 du cotonnier issues du programme de sélection 2019/2020, au témoin vulgarisé IRMA Q302 : cas de kodek(Extrême-nord Cameroun;M VONDOU Lazare
Évaluation du comportement des lignées F7 du cotonnier de série H issues du programme de sélection de la section coton aux variétés témoins vulgarisées IRMA Q302 et IRMA L457 : cas de la zone de kodek(extrême-nord);Dr DJAKBE Jackson
Mise en place d’une gestion de lutte contre les ravageurs et nuisibles :cas de l’huilerie de la SODECOTON de Maroua;Dr DJAKBE Jackson
Effet des insectes ravageurs sur la production du Riz nerica 3 en culture pluviale dans l’agrosystème de Diamaré : cas des hémiptères et hymenopteres;Dr DJAKBE Jackson
Impacts des extraits aqueux des graines de Neem sur le Physoderma  du maïs ;Dr TADONDJOU Cyrille
Caractéristiques agronomiques des trois variétés de pomme de terre dans le bassin de production de Rhumzou(Mayo-Tsanaga);Dr TADONDJOU Cyrille
Epidémiologie du physoderma du maïs et de la pourriture des tiges par Yamagui Rita;Dr TADONDJOU Cyrille
Les mesures de biosécurité dans la ferme porcine de la Fondation Bethléem de Mouda.;Dr TADONDJOU Cyrille
Appétence d’ un Fourrage Vert Cas De Eratica Espera;Dr DJAKBE Jackson
Effet de Ipomoea pes-caprae à différente dose sur les paramètres zootechniques du lapin;M VONDOU Lazare
Étude des quelque facteurs influencent la réussite de l'insémination artificielle :cas des bovins dans l'arrondissement de ngaoudere 1ere.;Dr TADONDJOU Cyrille
Les colorants alimentaires naturelles et leurs utilisations sur les produits laitiers : Essais sur le yaourt brassée et la crème glacée;Dr TOUWANG Charles
Essai de formulation de biscuits à base souchets (Cyperus esculentus L.);M NDIH Aime Christian
Production et caractérisation du jus de Carissa edulis;M NDIH Aime Christian
Analyse technico-économique de la production soja dans l’arrondissement de Mokolo;M KANGATLAM Alexis
Appui du gramme ACEFA et autonomisation des organisations paysannes dans le département du Logone et Chari :cas de l’arrondissement Logone-Birni, Kousseri et Makary;M KANGATLAM Alexis
Impact socio-économique du conseil offert aux groupements accompagnés par le programme PCP-ACEFA : cas de Makary;M KANGATLAM Alexis
Analyse technico-économique de la production de la tomate dans l’arrondissement de Mokolo :contraintes et stratégie d’acteurs;Mme AISSATOU
Évaluation des membres des organisations de producteurs sur le fonctionnement et le mode de gestion;Mme AISSATOU
Sécurité alimentaire dans l’arrondissement de Maroua 1er : état des lieux et stratégie d’amélioration;Mme AISSATOU
Effets du financement sur les exploitations familiales agropastorales(EFA) : cas des AFA accompagnés par le PCP-ACEFA dans le diamaré;Mme AISSATOU
Évaluation du mécanisme d’octroi du crédit agricole et leur recouvrement à la SODECOTON de Maroua 2;Dr SODWE MBRAOUGUE
Analyse de l’impact du COVID-19 et résilience économique : cas de la filière tomate dans le département du Diamaré;Dr SODWE MBRAOUGUE
Production du sorgho pluvial : analyse de gestion de la production dans le département du Mayo-Tsanaga : cas du CROPSEC;M ZOMEGNI Gaston
Contribution du PRODEL dans la promotion du développement socio-économique des populations démunies du Diamaré :cas de la commune de Maroua 1er;M ZOMEGNI Gaston
Diagnostic organisationnel et technique du groupement des producteurs de soja de Mbikem;Dr GUEBOU Francois
Étude technico-économique des organisations paysannes :cas de la scoops de tchoffabani;Dr GUEBOU Francois
Étude de l’adaptabilité de 0 accessions de sorgho pluvial dans la zone soudano-sahélienne;Dr DJAKBE Jackson
Étude comparative de deux variétés du sorgho dans la ferme semencières de Gazawa;Dr DJAKBE Jackson
Évaluation des performances agronomiques de six accessions de sésame collectées  dans la région  de l’Extrême Nord;Dr DJAKBE Jackson
Analyse de la performance économique de la filière Anacarde dans le Département de Diamaré;Dr KANGATLAM Alexis
Étude de la rentabilité d’une entreprise cas de Ets SOTRALAIT;Dr KANGATLAM Alexis
Rentabilité d’une ferme : cas de la ferme agropastorale de Foulwayna à Yagoua.;Dr KANGATLAM Alexis
Évaluation de l’efficacité biologique des extraits de plants pour le contrôle de la chenille sur le la culture du sorgho pluvial;Dr DJAKBE Jackson
Caractérisation Agromaorphologique de 03 cultivars du niébé dans le Département  de Mayo Tsanaga.;Dr TADONDJOU Cyrille
Effet comparé de quelques performances  zootechniques des alévins  élevés en étang fertilisé;Dr TADONDJOU Cyrille
Étude comparative des lignées F7 représenté par la série du cotonnier issues du programme de la sélection en année 1 (EVA1)) de la campagne 2020/2021 aux témoins vulgarisés IRMA Q302 et IRMA L457 : cas de Kodek Extrême-Nord Cameroun;Dr TADONDJOU Cyrille
La culture du sorgho pluvial dans la localité de Katoual, Ville de Maroua;Dr TADONDJOU Cyrille
Effet des dimensions de Trouaison sur la reprise de la croissance de l’Anacarde à You;M VONDOU Lazare
Caractérisation agromorpholique de 09 accessions de Souchets sous l’effet de la cendre et d’un fertilisant minéral à l’Extrême-Nord;Mme AISSATOU
Professionnalisation des organisations paysannes dans la localité de Koza;Dr KANGATLAM Alexis
Effets de deux de fertilisants chimiques : Uré à 46% d’N et le NPK sur la croissance et développement des bananes dans le bassin versant de TGODJO;Mme AISSATOU
Screening des contraintes inhérentes à la production des semences de Niébé dans la frme de multiplication et de production de semence à GAZAWA;M NDIH Aime Christian
Étude des facteurs déterminants la demande du riz sur le marché (Extrême Nord);Dr KANGATLAM Alexis
Impact des maladies cryptogamiques sur la culture du Niebé dans la zone de Mokolo;M NDIH Aime Christian
Essai de formulation d’une ration alimentaire à base d’ingrédients locaux à moindre coûts pour vaches laitières ;Dr TADONDJOU Cyrille
Amélioration de l’incubation en cuve en vue de l’optimisation du rendement de la production à SOTRALAIT;M NDIH Aime Christian
Adaptabilité de trois espèces de Baubou pour la restauration des sols dégradés dans la ville Waza;M NDIH Aime Christian
Influence de la densité et des paramètres physicochimiques de l’eau sur la croissance et la survie des alevind dans la ferme avicole et aquacole du septentrion;M VONDOU Lazare
Amélioration organoleptique du beurre produit à SOTRALAIT;M NDIH Aime Christian
 Amélioration et standardisation des propriétes organoleptiques du yaourt ferme MIRA;Dr DJAKBE Jackson
Étude techno-economique de la production d’oignon dans le Département du Diamaré : Cas de Meskine;Mme AISSATOU
Influence de quelques mesure de Biosécurité sur la santé et la qualité du lait de vaches dans l étable de la ferme du Septentrion;M VONDOU Lazare
Screening  des descripteurs de qualités des peaux et cuirs du déparasitage et du preszchage dans la ville de Maroua;M NDIH Aime Christian
Analyse des effets socio-econo formation auprès des jeunes et des femmes dans le Département du Diamaré commune de Bogo;Mme AISSATOU
Évaluation de l’adaptabilité et caractérisation Agro morphologique de 06 variétés du petit mil dans la zone Soudano sahélienne;M ZOMEGNI Gaston
Utilisation du Regulateur de croissance sur le cotonnier en milieu paysan dans le secteur SODECOTON;M ZOMEGNI Gaston
Capture et suivi des colonies d’abeilles dans les ruches modernes pour la reproduction de miel de qualité dans le bassin versant de Togodjo;Dr DJAKBE Jackson
Étude comparative  de deux variétés du Niébé pour la résistance aux pucerons dans la région de l’Extrême-Nord;M NDIH Aime Christian
Évaluation de la rentabilité financière de la production de 09 souchets dans la zone de l’Extrême-Nord;Mme AISSATOU
Caractérisation morphologique de cinq noix de cajou sur la germination à Maroua;Dr DJAKBE Jackson
Analyse Technoeconomique de la production du sorgho pluvial dans l’arrondissement de Maroua 1er;M VONDOU Lazare
Effet comparé de quelques pesticides biologiques et chimiques sur les attaques des chenilles légionnaires sur trois variété de maïs dans l’Extrême-Nord Cameroun;M VONDOU Lazare
Étude de l’utilisation des produits phytosanitaires par les producteurs de maïs dans l’arrondissement de MOKOLO;M VONDOU Lazare
Étude des formules alimentaire pour l’embauche bovine;Pr DJOULDE DARMAN Roger
Mesure de Biosécurité , mise en places dans les fermes avicoles de Wouro;Pr DJOULDE DARMAN Roger
Étude de rentabilité technoéconomique des unité de stockage d’oignon dans le Département du Diamaré;Dr NYORE
Évaluation d’hygiène et biosécurité dans une ferme avicole de centre de formation Agropastoral et informatique de Marza;Pr GOUDOUM Augustin
Analyse de la chaîne de valeur manioc dans la région de l’Est Cameroun;Dr NYORE
Effet des engrais NPK et PK sur la croissance du soja dans le Département du Mayo-Tsanaga;Pr TCHATCHOUA TCHAPDA Dorothy
Adaptabilité de trois variétés améliorées de manioc à Sanguré;Pr Philippe KOSMA
Évaluation de la méthodologie d’accompagnement des producteurs du coton;Dr NYORE
Analyse du niveau de fonctionnement des organisations des producteurs;Dr AROUNA
Étude de l’effet des différentes formulations d’engrais minéraux sur la croissance et le rendement du riz dans les bas-fond de la vallée de la Bénoué;Pr Philippe KOSMA
Effet de la plante Ortie sur les performances de ponte des poules pondeuses;Pr GOUDOUM Augustin
Amélioration de la productivité et de la rentabilité du coton;Dr AROUNA
Évaluation de la rentabilité économique de la production d’aubergine dans la localité de BAZZAMA;Dr NYORE
Renforcement de la résistance à la chaleur et des qualités sensorielles du beurre;Pr ABDOU BOUBA Armand
Évaluation des performances agromorphologiques de deux variétés locales de morelle noire à Sangmelima;Pr HAMAWA YOUGOUDA
Essai de formulation du Kilishi en farce en vue d’une automatisation du procédé;Pr DJOULDE DARMAN Roger
Essai de caractérisation de cinq procédés de fabrication carnée de consommation directe;Pr GOUDOUM Augustin
Conduite de l’embouche bovine dans le Département du Diamaré;Pr Philippe KOSMA
Effets de la fiente de poule , lisier de porc sur les paramètre de croissance de pif de bananier plantain dans l’arrondissement de MFOU;Pr HAMAWA YOUGOUDA
Fabrication d’un fromage de type Emmental à base de lait de vache Thermise;Pr PONKA Roger
La biosécurité dans un élevage de porc;Pr HAMAWA YOUGOUDA
Substitution  de soja Torrifié par le tourteau de soja dans l’alimentation des poulets chair : Effet sur les performances et sur la rentabilité économique;Dr YAKOUBA Oumarou
Amélioration des performances technico-économiques de la société coopérative simplifiée –Bray des Agroéleveurs de Maroua1er;Dr WASSOUO Felix
Fabrication du compost pour rentabiliser la production du sorgho pluvial de la region de l’Extrême- Nord;Dr WASSOUO Felix
Performances de ponte et qualité des œufs des poules babcock brown à base des épulchures de patates douces;Pr PONKA Roger
Etat des lieux et condition de Biosécurité dans la ferme avicol AVISIEP;Pr PONKA Roger
Formulation d’un aliment poulet de chair de la 5e à la 6è semaine de croissance;Pr ABDOU BOUBA Armand
Gestion du magasin de stockage des céréales du GIC fermes dynamique des Agroéleveurs de Kalfou pour améliorer leur revenu;Dr WASSOUO Felix
Effet d’un aliment formulé sur les performances zootechniques des porcelets jusqu’au stade de sevrage dans une ferme porcine à Makabaye;Pr ABDOU BOUBA Armand
Amélioration des capacités de gestion d’une coopérative au sein de APDC : Cas de la coppérative des éleveurs des bovins de Tchabatchaba;Pr TCHATCHOUA TCHAPDA Dorothy
Effet de l’extrait des feuilles de Neem sur la culture de mais à Gayak;Dr WASSOUO Felix
Étude technique et économique de l’embauche ovine dans le Diamaré;Pr TCHATCHOUA TCHAPDA Dorothy
Étude des effets combinés de densité et de dose d’engrais sur les paramètres agronomiques du riz de bas-fond ;Dr YAKOUBA Oumarou
Criblage variétale du niébé pour la précocité en zone soudano-sahielienne;Dr YAKOUBA Oumarou
Analyse Technico-économique de la production de la pomme de  terre dans la commune de Mogodé;Dr YAKOUBA Oumarou
Dimensionnement de la chaussée et ouvrage de franchissement : cas de route N°1 Maroua –Moro entre pk10-pk20.;Dr MOUNTAPMBEME KOUOTOU Patrick
Utilisation des matériaux locaux pour une conception intégrée par l’approche d’une architecture bioclimatique : projet de construction d’un centre commercial à Maroua au Cameroun;Pr DANWE RAIDANDI
Architecture écologique valorisation du patrimoine touristique au Cameroun à travers la conception d’un complexe touristique.;Pr DANWE RAIDANDI
Dimensionnement d’une structure de chaussée en béton bitumineux : cas du tronçon du centre hospitalier régional de Maroua long 1.2 km.;Pr DANWE RAIDANDI
Étude comparative entre le BAEL et l’EURO CODE 2. Cas pratique d’un bâtiment de type R+6 à usage d’hôtel  dans la ville de Yaoundé.;Pr DANWE RAIDANDI
Méthodes d’optimisation des travaux de construction et réhabilitation des routes revêtues : cas de construction et  réhabilitation des routes départementales de Garoua-Bénoué en cours de réalisation par l’entreprise croisière BTP.;Pr DANWE RAIDANDI
Étude technique pour la réhabilitation des route : cas des travaux de la voirie urbaine de Maroua lot 2, marché N°0005/M/CUM/CIPM-TR/2018.;Dr MOUNTAPMBEME KOUOTOU Patrick
Valorisation du patrimoine architectural sahélien : cas de la construction du complexe touristique culturel dans la ville de Maroua.;Pr DANWE RAIDANDI
Conception du bâtiment en appliquant une démarche haute qualité environnementale : cas de projet de conception du marché frontalier a Tourou dans l’arrondissement de Mokolo.;Pr DANWE RAIDANDI
Conception, assainissement et dimensionnement des éléments de structure d’un stade annexe de football dans la ville de Maroua.;Pr DANWE RAIDANDI
Conception et dimensionnement d’un pont mixte acier-béton : cas du pont mayo Pintchoumba;Dr MOUNTAPMBEME KOUOTOU Patrick
Étude de faisabilité d’un projet de génie civil : cas de la construction d’un centre commerciale au marché abattoir de Maroua.;Dr MOUNTAPMBEME KOUOTOU Patrick
Conception et dimensionnement de la structure des bâtiments d’une résidence pour citer estudiantine dans la ville de Maroua sis à Zokok ladéo;Pr DANWE RAIDANDI
Architecture verte- architecture écologique : conception d’un complexe touristique dans la ville de Maroua.;Pr DANWE RAIDANDI
Projet de construction de la route Maroua –Bogo entre le pk15+000-pk18+000;Dr JUIMO TCHAMDJOU Willy Hermann
Étude de faisabilité technique et socio-environnementale du projet de construction du marché frontalier d’AMCHIDE, commune de kolofata, département du mayo Sava, région de l’extrême nord;Pr DANWE RAIDANDI
Conception et dimensionnement d’un bloc des logements sociaux dans la ville de Bafia.;Pr DANWE RAIDANDI
Conception des bâtiments  autonomes dans le cadre de la protection de l’environnement et de l’économie de l’énergie : cas des régions désertique.;Dr MOUNTAPMBEME KOUOTOU Patrick
Conception et analyse des structures : cas d’un immeuble à usage multimédia et sportif (R+2) sis à Ndjamena.;Pr DANWE RAIDANDI
Étude technique en vue de la construction d’une route de longueur 2.9 km à  Garoua projet CAN 2021;Pr DANWE RAIDANDI
Réalisation des travaux de butinage du tronçon de route : Nkoumadjap-Nkolfong-Oveng dans l’arrondissement de Zoetele région du centre sud.;Dr KIDMO KAOGA Dieudonne
Les normes de construction hôtelière au Cameroun : cas d’un hôtel de type 5*.;Pr DANWE RAIDANDI
Conception architecturale et dimensionnement de chaussée en zone sahélienne : cas de la route Maltam-Fotokol dans la région de l’extrême nord du Cameroun.;Dr JUIMO TCHAMDJOU Willy Hermann
Étude de dégradation précoce de la route en terre à l’extrême nord Cameroun : cas du tronçon  Yagoua-Tchaochai-Tchatibali.;Pr DANWE RAIDANDI
Étude du comportement d’une structure en hauteur vis-à-vis du vent : cas pratique d’un hôtel (SS+R+8) sis à Yaoundé lieu-dit Fougerol.;Pr DANWE RAIDANDI
Travaux de bitumage des routes : cas de la voirie urbaine de la ville de Maroua, quartier Djarengol, tronçon 2 (317ml).;Pr OMBOLO Auguste
Étude technique des travaux d’entretien routier : cas de la voie école papyrus-collège le Nil au lieu-dit Logpom arrondissement de Douala 5e département de  Wouri, région du littoral.;Dr JUIMO TCHAMDJOU Willy Hermann
Conception et étude structurale d’un immeuble à usage d’habitation sous-sol R + 10 avec piscine sur toiture terrasse végétalisée dans la ville de Yaoundé;Pr DANWE RAIDANDI
Contribution au dimensionnement des structures de chaussée sur sol gonflants : application a la route de Maroua-Bogo.;Pr DANWE RAIDANDI
Protection de l’environnement à travers l’architecture bioclimatique : conception d’un centre d’accueil dans la ville de Maroua.;Pr TCHANGWA NYA Fridolin
Étude hydraulique et dimensionnement de la chaussée en vue de l’entretien de la route « borne fontaine Emena-lycée d’Emana-hopital deo gracias-carrefour parcours vita » dans la ville de yaoundé.;Dr JUIMO TCHAMDJOU Willy Hermann
Renforcement en équipement socio-éducatif au Tchad : projet de construction d’un complexe national de réinsertion des enfants de la rue à N’djamena.;Pr DANWE RAIDANDI
Utilisation des produits stabilisant dans l'entretien routier;Dr YANNE Etienne
Analyses des effets de rupture de la digue du lac Maga et proposition des solutions techniques de lutte contre les inondations;Pr HAMBATE GOMDJE Valery
Réaffectation des valeurs culturelles africaine à l'architecture contemporaine : cas de la conception d'un stade de football dans la ville de Maroua ;Pr MOUNTAPMBEME KOUOTOU Patrick
Le choix d'une structure de chaussée dans la zone sahélienne : cas de la route nationale n°1 (lot n°1 Maroua Mora);Pr MOUNTAPMBEME KOUOTOU Patrick
Études techniques en vue de l’aménagement et de bitumage de la route : cas du tronçon de route Balaza - Diguir Hodande (1,8 km), région de l'Extreme-Nord;Dr JUIMO TCHAMDJOU Willy Hermann
Interactions des fondations et de sols karal et types de solutions de constructions : cas des travaux de construction de la fondation de l'immeuble R+1 devant servir au transit des enfants vulnerables et autonomisation de l'ong aldepa au quartier domayo a maroua;Pr MOUNTAPMBEME KOUOTOU Patrick
Aménagement de l’espace gagne par la protection des berges de Mayo Kaliao;Dr KIDMO KAOGA Dieudonne
Évaluation de la variation du temps d'imbibition du cbr d'un materiau : cas de la zone du projet Nkolessong – Nding;Pr MOUNTAPMBEME KOUOTOU Patrick
Valorisation des matériaux locaux  dans la région de Tandjile au Tchad : projet de construction d'un centre culturel dans la ville de Kelo;Pr DANWE RAIDANDI
Contribution au dimensionnement de la couche de forme  sur la nationale n°1 : cas de la route Maroua-Mora du pk06 au pk13;Pr TCHANGWA NYA Fridolin
Conception, étude et dimensionnement d'un pont poutre mixte (ba + acier);Pr DANWE RAIDANDI
Conception et dimensionnement des chaussées en béton compacte au rouleau bcr, cas du projet de réhabilitation du tronçon Doulek-Dakatak-Meri sur un linéaire de 11,5 km;Dr JUIMO TCHAMDJOU Willy Hermann
Étude d'analyse en régression linéaire multiple des matériaux d'emprunts et prédiction de cbr : cas des emprunts du projet Mengong – Sangmelima;Pr MOUNTAPMBEME KOUOTOU Patrick
Projet de réhabilitation du tronçon carrefour total Domayo au carrefour Djarma;Pr MOUNTAPMBEME KOUOTOU Patrick
Advanced modeling and simulation of structural horizontal elements : cas study of industrial pavement under different loads and implementation techniques ;Pr DANWE RAIDANDI
Conception, étude technique d'un amphi de 1000 places au campus de Ouro Tchede et proposition d'aménagement du site;Pr DANWE RAIDANDI
Utilisation des  matériaux locaux cas d'un duplex à usage d'habitation ;Pr DANWE RAIDANDI
Contribution à l'amélioration du confort thermique par un matériaux composite pour bâtiment à usage d'habitation : cas de Maroua ;Pr DJONGYANG Noel
Étude technique de revetement d'une chaussée en bcr dans la ville de Garoua : cas du tronçon b4 : rond point Yelwa – Délégation tourisme;Dr JUIMO TCHAMDJOU Willy Hermann
Interventions de la géotechnique  dans le choix technique de la protection des berges du Mayo Kaliao (Extreme-Nord Cameroun);Dr YANNE Etienne
Conception et dimensionnement d'un pont sur le Mayo Gouloungou;Pr DANWE RAIDANDI
Assainissement des eaux pluviales en milieu urbain : cas de la commune de maroua 3eme;Pr OMBOLO Auguste
Bitumage et assainissement d'une route : cas d'un tronçon de 8 km (pk0+00 - pk8+00) du projet Maroua-Bogo;Dr JUIMO TCHAMDJOU Willy Hermann
Projet d’exécution d’un bâtiment R+2 à usage de bureau administratif pour le compte  de la délégation de communication de Garoua ;Pr MOHAMADOU ALIDOU
Conception et réalisation d'une unité d'habitation avec l'emploi d'une architecture bioclimatique ;Pr DANWE RAIDANDI
Conception d'un musée national à Maroua ;Pr DANWE RAIDANDI
Études technique en vue de la construction de la voirie urbaine : cas du tronçon Kotto-Logpom dans la ville de Douala;Pr DANWE RAIDANDI
An ideal approach to higway failures prevention;Dr KIDMO KAOGA Dieudonne
Étude et suivi de la procédure d'exécution des travaux de réhabilitation et/ou  de construction des routes à Garoua cas du tronçon place des fêtes - pont Ngouloungoum;Pr HAMBATE GOMDJE Valery
Étude stato-dynamique d’une structure en béton arme d’un immeuble R+4  a N'djamena sis au quartier aérogare.;Pr DANWE RAIDANDI
Étude dynamique : analyse manuelle et numérique dans le cadre d'un bâtiment de type R+6 a usage mixte situe dans la ville de Douala - Cameroun;Pr MOHAMADOU ALIDOU
Limites des études statiques lors du dimensionnement  des ouvrages en béton arme dans la zone du Septentrion : cas pratique d'un bâtiment R + 4 a usage d'habitation;Pr MOUNTAPMBEME KOUOTOU Patrick
Approche multi critère d'aide au choix des matériaux de construction des bâtiments à usage d'habitation au Cameroun;Pr DANWE RAIDANDI
Valorisation et innovations des architectures traditionnelles de l'Extreme-Nord : cas de l’hôtel de ville de Moutourwa;Pr DANWE RAIDANDI
Étude technique et mise en œuvre d'une route en béton bitumineux et enduit superficiel tricouche : cas de l’aménagement des voies  de de desserte de l’Université Protestante d'Afrique centrale  a Yaoundé;Dr JUIMO TCHAMDJOU Willy Hermann
Valorisation des matériaux locaux dans la conception architecturale en milieu sahélien : conception d'une cite sic;Pr DANWE RAIDANDI
Étude de génie civil d'un amphi 1000 a structure mixte  pour le compte de l'ish de Yabassi;Pr DANWE RAIDANDI
Étude structurale d'un immeuble R+5 sur un sol gonflant;Pr DANWE RAIDANDI
Étude du confort thermique dans un bâtiment hospitalier en milieu sahélien :;Pr DJONGYANG Noel
Renforcement des équipements sociaux-culturel au Cameroun : proposition d’un musée national dans la ville de maroua..;Pr DANWE RAIDANDI
Reconstruction de la route actuelle rond point prison-marche abattoir dans la ville de marouaa avec une couche de roulement en paves.;Dr YANNE Etienne
Étude technique d'un pont en béton armé de 70ml en vue de remplacement du pont de Palar effondré le 31 août 2020;Pr DANWE RAIDANDI
Étude de réhabilitation de la route nationale no1 Ngaoundéré – Garoua tronçon total aéroport- rond point Mardock , longue de 4km.;Dr BAANA Abouar
Conception et dimensionnement d’une tribune (acier et béton armé) à batseng'la ( petit village du groupement Bafou Cameroun);Dr BAANA Abouar
Amélioration des propriétés géotechniques d'un sol gonflant servant de support à une chaussée: cas de la route Maltam - Bbodo;Pr MOUNTAPMBEME KOUOTOU Patrick
Écoconstruction : valorisation des matériaux locaux, pour améliorer le confort dans le bâtiment (R+1) dans la ville de Maroua;Pr DANWE RAIDANDI
Étude technique d'un bâtiment R+7 à usage hôtelier dans ville de Douala au lieu dit entrée Elecam Bonamoussadi;Dr JUIMO TCHAMDJOU Willy Hermann
Étude structural et dimensionnement d'un immeuble de type R+3 à usage de bureaux dans la ville de Yaoundé;Pr MOHAMADOU ALIDOU
Valorisation et innovation des constructions collectives cas de la conception et de la construction des logements sociaux dePpolii;Dr SOUAIBOU
Projet de construction d’un immeuble R+5 avec sous-sol dans la ville de Maroua à usage administratif;Pr HAMBATE GOMDJE Valery
Étude d'un hôpital ultra moderne ;Dr BAANA Abouar
Projet de construction de l'hôtel de ville d'Ebolowa: études architecturales, techniques et administratives de deux bâtiments de type R+4 et R+2;Pr DANWE RAIDANDI
Études hydrologique et hydraulique et conception d’un ouvrage de franchissement : cas du pont d'Ouro-Tchede à Maroua;Pr OMBOLO Auguste
La conception architecturale d'un centre culturel à N’Djamena au quartier Toukra.;Dr SOUAIBOU
Procédés analytiques d’un édifice de type R+2 à usage éducatif dans la ville de Touboro;Pr DANWE RAIDANDI
Étude et dimensionnement de l’ensemble des infrastructures de la station de pesage : cas du projet de réhabilitation de la route bitumée Maroua-Mora;Pr MOUNTAPMBEME KOUOTOU Patrick
Conception et dimensionnement d’une residence R+4 sol dans la ville de Yaoundé;Pr DANWE RAIDANDI
Dimensionnement des éléments porteurs d’un bâtiment bloc pédagogique R+1, extensible à R+3 à l’Université de Maroua.;Dr SOUAIBOU
Exécution d'une route revêtue en enduits superficiels bicouche: cas de la voie contournement djunang (meka)-inter rn4 et djunang (lycée)-tocket (lycée technique canada);Dr JUIMO TCHAMDJOU Willy Hermann
Réalisation d'un ouvrage hydraulique dans la ville de MORA (triple dalot avec mur de soutènement);Pr MOHAMADOU ALIDOU
Conception et calcul de structure d'une clinique pédiatrique ;Pr MOHAMADOU ALIDOU
Valorisation des architectures traditionnelles de Kousseri : complexe commercial à Kousseri;Dr SOUAIBOU
Étude structurale d’un bâtiment de type R+4 à usage habitation dans la ville de DOUALA;Dr DJODA PAGORE Frederick
Conception et étude technique d'un complexe hôtelier (R+5) ;Dr JUIMO TCHAMDJOU Willy Hermann
Optimisation énergétique du bâtiment en zone sahélienne : cas d’un bâtiment de type R+2 à usage d’habitation dans la ville de Maroua;Dr KIDMO KAOGA Dieudonne
